,Nome,Plataforma,Ano,Categoria,Desenvolvedora,Vendas_NA,Vendas_EU,Vendas_JP,Vendas_Outros,Vendas_Globais
14364,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
14365,Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
14366,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01
14367,Paragon,PS4,2016.0,Action,Epic Games,0.01,0.0,0.0,0.0,0.01
14368,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,Naxat Soft,0.0,0.0,0.01,0.0,0.01
14369,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14370,Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,G.Rev,0.0,0.0,0.01,0.0,0.01
14371,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
14372,Myself; Yourself,PS2,2007.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
14373,Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01
14374,Starry ? Sky: After Autumn,PSP,2011.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01
14375,Dokuro,PSV,2012.0,Action,GungHo,0.0,0.0,0.01,0.0,0.01
14376,Slide Adventure: Mag Kid,DS,2007.0,Action,Nintendo,0.0,0.0,0.01,0.0,0.01
14377,Smuggler's Run,GBA,2002.0,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01
14378,The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01
14379,Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14380,Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
14381,Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
14382,Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
14383,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.01
14384,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
14385,Monster Bomber,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01
14386,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
14387,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
14388,CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01
14389,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,0.0,0.0,0.01,0.0,0.01
14390,The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
14391,The Ultimate Battle of the Sexes,Wii,2010.0,Misc,DTP Entertainment,0.01,0.01,0.0,0.0,0.01
14392,Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01
14393,War for the Overworld,PC,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
14394,TimeShift,PC,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
14395,ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,0.0,0.0,0.01,0.0,0.01
14396,The Train Giant,PC,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01
14397,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
14398,FairlyLife: MiracleDays,PSP,2010.0,Adventure,Piacci,0.0,0.0,0.01,0.0,0.01
14399,Surf's Up,GC,2007.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01
14400,Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,0.01
14401,Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14402,Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01
14403,Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01
14404,Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
14405,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,Nitroplus,0.0,0.0,0.01,0.0,0.01
14406,Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
14407,Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,0.0,0.0,0.01,0.0,0.01
14408,Fireman Sam: Action Stations,DS,2013.0,Action,Avanquest Software,0.0,0.01,0.0,0.0,0.01
14409,Tetris Ultimate,PSV,2014.0,Puzzle,Ubisoft,0.0,0.01,0.0,0.0,0.01
14410,Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
14411,Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01
14412,Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01
14413,Full Auto 2: Battlelines,PSP,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
14414,Freaky Flyers,GC,,Racing,Unknown,0.01,0.0,0.0,0.0,0.01
14415,Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,0.01,0.0,0.0,0.0,0.01
14416,Rally Championship,GC,2003.0,Racing,SCi,0.01,0.0,0.0,0.0,0.01
14417,Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
14418,Space Hulk,PSV,2015.0,Strategy,Funbox Media,0.0,0.01,0.0,0.0,0.01
14419,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,0.01,0.0,0.0,0.0,0.01
14420,Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
14421,Really? Really! DS,DS,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
14422,Gakuen Hetalia,DS,2012.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14423,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
14424,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,Success,0.0,0.0,0.01,0.0,0.01
14425,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007.0,Role-Playing,Rising Star Games,0.01,0.0,0.0,0.0,0.01
14426,Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
14427,Tringo,GBA,2006.0,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01
14428,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007.0,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01
14429,Binary Star,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14430,MXGP 2,PC,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01
14431,Professional Farmer 2016,PSV,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
14432,RalliSport Challenge(JP sales),XB,2002.0,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01
14433,Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01
14434,Inversion,PC,,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01
14435,Wedding Planner: Dream Weddings Guaranteed,DS,2010.0,Simulation,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
14436,Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
14437,Ultraman Fighting Evolution 3,PS2,2004.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01
14438,Rondo of Swords (jp sales),DS,2007.0,Role-Playing,Success,0.0,0.0,0.01,0.0,0.01
14439,The Eye of Judgment: Legends,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
14440,Chaos;Child,PS4,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14441,Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
14442,Whac-A-Mole,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
14443,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
14444,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01
14445,Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,0.01,0.0,0.01
14446,Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01
14447,Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
14448,H2O+: Footprints in the Sand,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
14449,Fashionable Puppy: Oshare na Koinu DS,DS,2007.0,Simulation,MTO,0.0,0.0,0.01,0.0,0.01
14450,Sekirei: Mirai Kara no Okurimono,PS2,2009.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
14451,Cities: Skylines Snowfall,PC,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01
14452,Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01
14453,Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
14454,Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01
14455,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01
14456,Natsuzora no Monologue,PSP,2013.0,Adventure,Otomate,0.0,0.0,0.01,0.0,0.01
14457,Kenka Banchou Portable,PSP,2009.0,Action,Spike,0.0,0.0,0.01,0.0,0.01
14458,World Snooker Challenge 2005,PSP,2005.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
14459,Juiced 2: Hot Import Nights,PC,2007.0,Racing,THQ,0.0,0.01,0.0,0.0,0.01
14460,G1 Jockey 4 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01
14461,Monster Jam,PC,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,0.01
14462,Icewind Dale II,PC,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01
14463,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
14464,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015.0,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01
14465,Ishin Renka: Ryouma Gaiden,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
14466,NHL 2K7,XB,2006.0,Sports,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01
14467,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14468,Act of Aggression,PC,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
14469,Powerdrome,XB,2004.0,Racing,Evolved Games,0.01,0.0,0.0,0.0,0.01
14470,Fallout Anthology,PC,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01
14471,Tropico 3: Gold Edition,PC,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
14472,Survivor,Wii,2010.0,Adventure,Valcon Games,0.01,0.0,0.0,0.0,0.01
14473,Hakuouki: Shinsengumi Kitan,PS3,,Adventure,Unknown,0.01,0.0,0.0,0.0,0.01
14474,Dance with Devils,PSV,2016.0,Action,,0.0,0.0,0.01,0.0,0.01
14475,Wand of Fortune,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14476,Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
14477,Gobliiins 4,PC,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01
14478,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14479,"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01
14480,Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,0.01,0.0,0.01
14481,Cross Edge Dash,X360,2009.0,Role-Playing,Compile Heart,0.0,0.0,0.01,0.0,0.01
14482,Colin McRae Rally 04,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01
14483,Super Bubble Pop,XB,2002.0,Puzzle,Jaleco,0.01,0.0,0.0,0.0,0.01
14484,Fullmetal Alchemist: Trading Card Game,DS,2007.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.01
14485,Luxor: Pharaoh's Challenge,DS,2007.0,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01
14486,Grand Prix Legends,PC,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01
14487,Fate/kaleid liner Prisma Illya,3DS,2014.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
14488,Hoshigami: Ruining Blue Earth Remix,DS,2007.0,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01
14489,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,0.0,0.0,0.01,0.0,0.01
14490,Pilot Academy,PSP,2006.0,Simulation,Rising Star Games,0.0,0.01,0.0,0.0,0.01
14491,Poker for Dummies,PC,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01
14492,John Daly's ProStroke Golf,X360,2010.0,Sports,O-Games,0.01,0.0,0.0,0.0,0.01
14493,TrackMania Turbo,PC,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
14494,Darkened Skye,GC,2002.0,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
14495,Sakura-Sou no Pet na Kanojo,PSV,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
14496,WSC REAL 09: World Snooker Championship,X360,2009.0,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01
14497,World Snooker Championship 2007,X360,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
14498,Handball 16,X360,2015.0,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01
14499,Wand of Fortune: Mirai e no Prologue,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
14500,Alone in the Dark,PC,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
14501,Nova Usagi no Game de Ryuugaku!? DS,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
14502,LMA Manager 2007,X360,2006.0,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01
14503,San-X: Chara Sagashi Land,DS,2007.0,Action,MTO,0.0,0.0,0.01,0.0,0.01
14504,Heart no Kuni no Alice,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
14505,Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01
14506,The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
14507,Pro Evolution Soccer 2010,PC,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
14508,Memories Off,PSP,2008.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14509,Tenchu San Portable,PSP,2009.0,Action,From Software,0.0,0.0,0.01,0.0,0.01
14510,Ratchet & Clank: Full Frontal Assault,PSV,2012.0,Adventure,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01
14511,Vitamin X,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
14512,The Wild West,DS,2007.0,Action,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01
14513,The Amazing Spider-Man 2 (2014),PC,2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01
14514,Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
14515,Sega Rally Revo,PC,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
14516,"Element Girl: Love, Fashion and Friends",DS,2008.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
14517,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
14518,Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
14519,Time Leap,X360,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
14520,The Godfather (JP sales),X360,2006.0,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01
14521,thinkSMART: Chess for Kids,DS,2011.0,Misc,Mentor Interactive,0.01,0.0,0.0,0.0,0.01
14522,World Heroes Anthology,PS2,2007.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
14523,Chaos;Child,PS3,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14524,th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01
14525,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
14526,Routes PE,PS2,2007.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01
14527,Winning Eleven: Pro Evolution Soccer 2007,PC,2006.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
14528,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
14529,Railfan,PS3,2006.0,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01
14530,SoniPro,3DS,2014.0,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0,0.01
14531,Real Crimes: The Unicorn Killer,DS,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
14532,Akatsuki no Goei Trinity,PSP,2012.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14533,ESPN NBA 2Night 2002,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
14534,Virtua Quest,GC,,Role-Playing,Unknown,0.01,0.0,0.0,0.0,0.01
14535,Aladdin Magic Racer,Wii,2011.0,Racing,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01
14536,Goat Simulator,XOne,2016.0,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01
14537,Golden Time: Vivid Memories,PSV,2014.0,Adventure,ASCII Media Works,0.0,0.0,0.01,0.0,0.01
14538,Kamigami no Asobi InFinite,PSV,2016.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01
14539,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01
14540,Clive Barker's Jericho,PC,2007.0,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01
14541,Tenjin Ranman: Happy GO Lucky!!,PSP,2010.0,Adventure,Russel,0.0,0.0,0.01,0.0,0.01
14542,Getsuei Gakuen: kou,PSV,2013.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
14543,Worms 2,PC,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01
14544,The Cages: Pro Style Batting Practice,Wii,2010.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
14545,Brothers Conflict: Precious Baby,PSV,2017.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
14546,Shin Sangoku Musou 4 Special,X360,2005.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
14547,Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,5pb,0.0,0.0,0.01,0.0,0.01
14548,G1 Jockey 4 2007,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
14549,Colin McRae Rally 2005 plus,PSP,2005.0,Racing,Codemasters,0.0,0.0,0.01,0.0,0.01
14550,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
14551,Madagascar: Escape 2 Africa,PC,2008.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
14552,Wade Hixton's Counter Punch,GBA,2004.0,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
14553,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
14554,Legacy of Kain: Defiance,PC,2003.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
14555,Assassin's Creed Chronicles,XOne,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
14556,King's Bounty: Armored Princess,PC,2009.0,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01
14557,Hyperdimension Neptunia mk2,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01
14558,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014.0,Adventure,Views,0.0,0.0,0.01,0.0,0.01
14559,Rugby League Live 3,XOne,2015.0,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01
14560,Winx Club: Saving Alfea,3DS,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
14561,Heart no Kuni no Alice,PS2,2008.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
14562,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007.0,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01
14563,Art Academy: Home Studio,WiiU,2015.0,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01
14564,Juggler DS,DS,2008.0,Misc,Commseed,0.0,0.0,0.01,0.0,0.01
14565,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
14566,Rugby World Cup 2015,PC,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
14567,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015.0,Action,Unknown,0.0,0.01,0.0,0.0,0.01
14568,Razor Freestyle Scooter,GBA,2001.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01
14569,Outdoors Unleashed: Alaska 3D,3DS,2011.0,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01
14570,Vitamin Y,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
14571,Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
14572,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008.0,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.01
14573,Magicians Academy,PS2,2007.0,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01
14574,Memories Off #5: Togireta Film,PSP,2009.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14575,Exstetra,3DS,2013.0,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01
14576,Lucian Bee's: Resurrection Supernova,PS2,2009.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
14577,Amnesia Later,PSV,2014.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01
14578,MotoGP 15,X360,2015.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01
14579,Azure Striker Gunvolt: Striker Pack,3DS,2016.0,Action,Inti Creates,0.0,0.0,0.01,0.0,0.01
14580,Captain Rainbow,Wii,2008.0,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01
14581,Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01
14582,Space Raiders,GC,2003.0,Shooter,Taito,0.01,0.0,0.0,0.0,0.01
14583,DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01
14584,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
14585,Ishin no Arashi: Shippuu Ryuumeden,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
14586,Agatha Christie: Peril at End House,PC,2009.0,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01
14587,Muv-Luv Alternative,PS3,2012.0,Simulation,5pb,0.0,0.0,0.01,0.0,0.01
14588,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011.0,Role-Playing,ASCII Media Works,0.0,0.0,0.01,0.0,0.01
14589,Dragon Ball Z for Kinect,X360,2012.0,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01
14590,Hospital Tycoon,PC,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
14591,Smart Boy's Winter Wonderland,DS,2008.0,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01
14592,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,Broccoli,0.0,0.0,0.01,0.0,0.01
14593,Case Closed: One Truth Prevails,Wii,2007.0,Adventure,Nobilis,0.0,0.0,0.01,0.0,0.01
14594,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010.0,Misc,Dorart,0.0,0.0,0.01,0.0,0.01
14595,Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01
14596,Micro Machines V4,PS2,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01
14597,SBK Superbike World Championship,PSP,2008.0,Racing,Black Bean Games,0.01,0.0,0.0,0.0,0.01
14598,Summer Athletics,PC,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
14599,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,Paon,0.0,0.0,0.01,0.0,0.01
